-0.5000000525 	 -0.0711845 	 0.0736101 	 -0.0576088 	 -0.200403
-0.4999996525 	 0.0824096 	 -0.0415855 	 0.198381 	 0.145183
-0.4999992525 	 -0.109583 	 -0.0351857 	 -0.211203 	 0.023588
-0.4999988525 	 0.0376113 	 0.0480111 	 0.191982 	 -0.130006
-0.4999984525 	 -0.00718698 	 -0.111983 	 -0.0576088 	 0.22838
-0.4999980525 	 -0.0711845 	 0.0608106 	 -0.0576088 	 -0.194004
-0.4999976525 	 0.0760098 	 -0.0479853 	 0.198381 	 0.145183
-0.4999972525 	 -0.0967835 	 -0.0415855 	 -0.211203 	 0.023588
-0.4999968525 	 0.0504108 	 0.0608106 	 0.191982 	 -0.142806
-0.4999964525 	 -0.00718698 	 -0.105583 	 -0.0576088 	 0.24118
-0.4999960525 	 -0.0775843 	 0.0608106 	 -0.0640086 	 -0.213203
-0.4999956525 	 0.0888093 	 -0.0415855 	 0.191982 	 0.138784
-0.4999952525 	 -0.0967835 	 -0.0479853 	 -0.211203 	 0.0171882
-0.4999948525 	 0.0504108 	 0.0800098 	 0.179182 	 -0.136406
-0.4999944525 	 -0.000787221 	 -0.105583 	 -0.0576088 	 0.22838
-0.4999940525 	 -0.0711845 	 0.0672103 	 -0.0576088 	 -0.200403
-0.4999936525 	 0.0760098 	 -0.0415855 	 0.185582 	 0.132384
-0.4999932525 	 -0.103183 	 -0.028786 	 -0.211203 	 0.023588
-0.4999928525 	 0.0504108 	 0.0672103 	 0.191982 	 -0.142806
-0.4999924525 	 -0.0135867 	 -0.105583 	 -0.0512091 	 0.23478
-0.4999920525 	 -0.083984 	 0.0544108 	 -0.0576088 	 -0.194004
-0.4999916525 	 0.0760098 	 -0.054385 	 0.191982 	 0.138784
-0.4999912525 	 -0.0903838 	 -0.0415855 	 -0.224002 	 0.0171882
-0.4999908525 	 0.0504108 	 0.0608106 	 0.191982 	 -0.130006
-0.4999904525 	 -0.0199865 	 -0.105583 	 -0.0576088 	 0.22838
-0.4999900525 	 -0.0647848 	 0.0800098 	 -0.0640086 	 -0.213203
-0.4999896525 	 0.0824096 	 -0.0479853 	 0.185582 	 0.145183
-0.4999892525 	 -0.103183 	 -0.028786 	 -0.204803 	 0.0171882
-0.4999888525 	 0.0504108 	 0.0736101 	 0.185582 	 -0.130006
-0.4999884525 	 -0.00718698 	 -0.111983 	 -0.0576088 	 0.24118
-0.4999880525 	 -0.0711845 	 0.0864096 	 -0.0576088 	 -0.200403
-0.4999876525 	 0.0760098 	 -0.0415855 	 0.198381 	 0.138784
-0.4999872525 	 -0.109583 	 -0.0351857 	 -0.217603 	 0.0299877
-0.4999868525 	 0.0312116 	 0.0608106 	 0.198381 	 -0.130006
-0.4999864525 	 -0.00718698 	 -0.105583 	 -0.0448093 	 0.24118
-0.4999860525 	 -0.0775843 	 0.0736101 	 -0.0640086 	 -0.200403
-0.4999856525 	 0.0760098 	 -0.0479853 	 0.191982 	 0.138784
-0.4999852525 	 -0.103183 	 -0.0479853 	 -0.224002 	 0.0299877
-0.4999848525 	 0.0568106 	 0.0672103 	 0.198381 	 -0.130006
-0.4999844525 	 -0.00718698 	 -0.111983 	 -0.0384096 	 0.22838
-0.4999840525 	 -0.0647848 	 0.0672103 	 -0.0576088 	 -0.200403
-0.4999836525 	 0.0888093 	 -0.054385 	 0.191982 	 0.132384
-0.4999832525 	 -0.103183 	 -0.0351857 	 -0.211203 	 0.0171882
-0.4999828525 	 0.0568106 	 0.0608106 	 0.191982 	 -0.130006
-0.4999824525 	 -0.00718698 	 -0.111983 	 -0.0576088 	 0.215581
-0.4999820525 	 -0.0647848 	 0.0736101 	 -0.0640086 	 -0.200403
-0.4999816525 	 0.0824096 	 -0.0415855 	 0.191982 	 0.125984
-0.4999812525 	 -0.103183 	 -0.0415855 	 -0.211203 	 0.023588
-0.4999808525 	 0.0376113 	 0.0672103 	 0.191982 	 -0.136406
-0.4999804525 	 -0.00718698 	 -0.111983 	 -0.0576088 	 0.23478
-0.4999800525 	 -0.0647848 	 0.0608106 	 -0.0640086 	 -0.200403
-0.4999796525 	 0.0760098 	 -0.054385 	 0.204781 	 0.132384
-0.4999792525 	 -0.0967835 	 -0.0351857 	 -0.217603 	 0.0171882
-0.4999788525 	 0.0504108 	 0.0608106 	 0.191982 	 -0.136406
-0.4999784525 	 -0.0199865 	 -0.105583 	 -0.0576088 	 0.22838
-0.4999780525 	 -0.0711845 	 0.0736101 	 -0.0576088 	 -0.206803
-0.4999776525 	 0.0888093 	 -0.0415855 	 0.191982 	 0.138784
-0.4999772525 	 -0.109583 	 -0.0351857 	 -0.211203 	 0.0107884
-0.4999768525 	 0.0504108 	 0.0672103 	 0.191982 	 -0.130006
-0.4999764525 	 -0.000787221 	 -0.111983 	 -0.0704084 	 0.22198
-0.4999760525 	 -0.0711845 	 0.0736101 	 -0.0512091 	 -0.187604
-0.4999756525 	 0.0824096 	 -0.0415855 	 0.185582 	 0.138784
